,0.0 g,72.65 g,272.25 g,471.56 g,673.02 g,872.42 g,1148.61 g,1345.57 g,1544.88 g,1744.3 g,1943.91 g,2073.13 g,2272.74 g,2472.04 g,2671.46 g,2868.42 g,3149.09 g,3345.72 g,3545.14 g,3716.65 g,3913.6 g,4113.02 g,4312.33 g,4513.81 g,4792.61 g,4992.03 g,5193.52 g,5392.82 g,5589.76 g,5789.34 g,5889.38 g,172.7 g,118.07 g
783,112797,120946,143903,166478,189657,212122,243854,266320,289015,False,334769,348632,372067,394884,417240,440036,472960,494756,517372,536719,559022,False,605085,627764,659731,682872,704924,727394,750776,773516,785061,132516,126043
784,112890,121172,144081,False,189469,212452,243539,266492,289324,-3970817,334726,348915,371964,395318,417484,440028,472482,494858,517166,536631,559298,582427,605024,628038,659678,682713,705133,728018,750641,773612,785074,132350,126127
785,112798,120980,143901,166679,189752,212539,243514,266306,289120,312190,334444,349010,371781,395363,417768,440308,472281,494753,517364,536570,559513,581924,605173,628031,659227,682950,705497,728630,750962,773384,785229,132610,126050
786,113018,121013,143795,166837,189498,212240,244022,266382,288800,311677,334307,349480,372053,395065,418256,440105,471376,494748,517876,537092,559509,582038,605050,False,659417,682603,705778,729075,750696,773369,785201,132522,126340
787,112769,121213,143835,166596,189418,212259,243925,266550,288997,311652,334493,350096,371924,394979,417948,440135,470859,494700,517583,537206,559985,581953,604914,-2555905,659759,682543,False,729455,750777,773453,784855,132432,126156
788,112800,120963,143710,166739,189587,212001,244073,266400,288882,311670,334445,349960,372104,394622,417711,440230,471078,494335,517878,537535,559933,582137,604971,627822,659801,682296,8126463,728896,750932,773574,784958,132774,126135
789,113032,121138,143830,166675,189420,212255,243609,266608,289221,311823,334901,350025,372321,394636,417557,440168,471671,494277,517715,537715,559787,582452,604707,627737,660188,681955,705733,728248,750531,773766,784631,132437,126247
790,112805,121086,143783,166552,189717,212500,243311,266236,289301,312219,334773,349351,372115,394353,417206,440268,472761,494322,517237,537220,559441,582299,604805,627777,660153,682445,705540,727537,750815,773719,784661,132520,126220
791,112948,120990,143884,166667,189776,212390,243755,False,289031,311841,334597,349137,372414,394312,417512,439988,473492,494503,516895,536941,False,582481,604773,627664,659990,682588,705116,727104,750579,773959,784821,132324,126124
792,112618,121230,False,166406,189810,212538,243815,265916,289288,311797,334668,348777,371878,395158,417444,440187,473751,494759,516483,536334,559652,582146,604936,628184,659859,682916,704882,727458,750488,773768,784841,132134,125885
793,112838,121060,143822,166559,189859,212206,244106,266341,False,311771,334452,348608,371668,395516,417604,440202,472913,494896,517053,False,559397,582092,605223,628098,659374,682868,705384,728026,750656,773527,785446,132482,126356
794,112831,121249,143677,166566,189425,212197,244281,266268,288936,311550,334953,349247,371918,395645,418205,440121,471492,495183,517541,1072853,559121,582119,604997,627896,659285,682527,705528,728864,750628,773675,785179,132331,126285
795,112762,121098,143893,166491,189710,212274,243894,266457,289176,312059,334833,349410,371787,395500,418168,440341,470581,494913,517779,17422,559092,581721,605105,627705,659199,682513,705931,729059,750337,773378,785108,132492,126043
796,112978,121006,144081,166718,189495,False,243676,266446,289557,311995,False,349801,372224,394722,417996,440245,470148,494739,False,536641,559047,582269,604977,627607,659554,682319,705774,728670,750578,773431,785012,False,126242
797,112722,121276,143820,166535,189471,212246,243457,266311,289005,312046,334515,350059,372309,394099,417690,440153,471235,494580,517502,537135,558955,582497,False,627946,660008,682448,705715,728693,750802,773416,784581,132340,126096
798,112728,121098,143920,166663,189792,212154,243884,266521,288852,311873,334652,349547,372286,393574,417588,440129,472769,494194,517054,537670,559709,582334,605435,628096,660126,682489,705806,728165,750727,773522,784877,132667,126481
799,112923,121259,143716,False,189434,212359,244027,266181,288810,311631,334390,349467,372303,394020,417581,439921,474061,494585,516924,537421,559882,582398,605126,628027,660439,682330,705363,727990,751191,773952,784827,132428,126279
800,112740,121173,143805,166585,189427,212377,243715,266118,288889,311872,334630,348984,372200,394569,417086,440096,474493,494654,517209,537400,560033,582052,604864,627928,660079,682990,705354,727750,750978,773894,784853,132367,125964
801,112880,120896,143939,166433,189427,212397,243718,266395,289385,311918,334664,348730,372315,395353,417244,439964,473028,494947,517221,537095,559777,582200,604749,627625,659807,682935,705113,727711,750736,774122,785319,132346,126297
802,112527,121223,143768,166627,189355,212214,False,266430,289190,312242,334504,349083,372001,396121,417347,440197,471549,False,517645,536612,559204,582262,604355,627838,659485,682773,705054,728541,750565,773963,785206,132195,126259
803,112721,121057,143976,166631,189441,212358,243876,266521,289051,312187,335030,349088,371959,395786,417619,440539,470465,3145727,517738,536399,559181,582175,604888,False,659232,682542,705588,728516,750397,773837,785205,132590,126166
804,112822,121122,143914,166431,189328,212609,244047,265934,288901,311724,334731,349686,371806,395604,418100,440089,470165,494812,517556,536273,558912,582516,605076,627750,659578,682260,False,728745,750468,773737,784877,132372,126300
805,112853,121020,143708,166537,189502,212290,243608,265978,288750,311667,334689,349722,371647,394975,418015,439973,471402,494610,517731,536970,559100,582113,605121,627879,659611,682377,706017,728631,750333,773103,784917,132438,126118
806,113238,120960,143811,166396,189526,212450,243855,266279,289112,311509,334604,349766,372218,394226,418095,439870,472662,494400,517380,537185,559306,582162,605382,627782,659884,681899,705655,728150,750739,773254,784830,132579,126367
807,112793,121189,False,166593,189435,212257,243739,266201,289266,311715,334531,349700,372414,394052,False,440099,473580,494496,517348,537437,559492,582150,605019,627689,660194,682188,705491,728237,751241,False,784693,132267,126121
808,112779,121054,-7962625,166442,189621,212105,243849,266516,289405,311912,334720,349138,372423,False,417920,440144,473584,494718,517062,537819,560060,582106,604873,628278,660014,682676,704986,728010,751170,773684,False,132537,126313
809,112954,121099,143828,166326,189404,212045,244011,266539,289156,311956,334632,348933,372462,390867,418011,439831,472682,494452,516953,537370,559904,582374,604622,628058,659866,682716,705221,728054,751136,773668,784566,132348,126297
810,112628,121112,143624,166503,189614,211981,243668,266614,289098,311954,334700,348656,371949,391928,417746,False,471961,494742,False,537195,559683,582141,604564,628147,659540,683057,705366,728208,750747,773960,784610,132438,126241
811,112767,121170,143648,166420,189618,212352,243787,266145,289176,311331,334690,349019,371979,394406,417734,439756,False,494847,517468,536483,559502,582228,604783,628132,659466,False,705667,728238,750602,773917,785092,132527,126446
812,112727,121249,143848,166356,189673,212140,243820,266177,289054,311547,334539,349376,371745,397129,417468,439790,7536879,494779,517452,536051,559187,582228,604793,627833,659600,682296,705897,728563,750448,773513,785058,False,126020
813,112666,121049,143553,166542,189813,212248,243841,False,289390,311971,334340,349320,371764,398812,417665,440070,237235,494932,517242,536196,559065,581978,604989,627937,659405,682114,705867,728404,750380,773739,785141,132314,126164
814,112715,121232,143731,166559,189307,212458,243901,266066,289459,311739,334394,349783,371971,397625,417618,440271,471475,494710,517151,536449,558817,582404,605005,627663,659810,682420,705770,728578,750891,773524,785319,132436,126384
815,112620,121070,143590,False,189275,212331,243886,266524,288989,312000,334700,349693,372058,394494,417505,440719,471871,494584,517311,537331,559168,582103,605046,628063,660135,682406,705469,728651,750870,773681,784933,132632,126181
816,112671,121066,143775,667135,189478,212730,244092,266531,289042,311874,334747,349564,372331,390660,417690,440507,472157,494323,517256,793196,559785,581809,605155,628108,660379,682702,705318,728356,751145,773498,785025,132464,126214
817,112481,121397,143907,84000,189842,212467,243874,266603,288846,311586,334688,349473,372192,389880,417650,440317,473000,494378,517560,-1,559729,582179,604779,627991,660224,683060,705297,728244,751107,773425,784742,132668,125812
818,112770,121146,143520,166540,189964,212402,243772,266581,289047,311657,334293,348937,372144,393198,417841,440185,472701,494443,517375,537664,559995,582387,604794,False,659629,682843,705039,727886,750703,773707,784682,132421,125978
819,113072,121236,143690,166668,189422,212447,243786,266024,289252,311578,334465,349247,372067,398214,417675,440030,472600,494439,517442,537378,559760,582735,604778,628035,659816,682995,705319,727811,750773,773409,784897,132488,126267
820,112895,121155,143577,166489,189252,212177,243889,266075,289168,312060,334572,349108,371798,402000,417464,440081,472292,494902,517752,536559,559520,582648,604702,627828,659406,682564,False,728230,750520,773796,784565,132538,126005
821,112989,121005,143656,166397,189241,212310,244059,266341,289270,312184,334602,349115,371790,401345,417666,440019,471732,494857,517443,536205,559374,582719,605037,627446,659259,682303,1410915,728493,750311,773999,785086,132198,126229
822,112709,121196,143899,166535,189284,212306,243892,266471,288751,311991,335002,349394,371677,396334,417419,440171,471800,494931,517375,535977,558868,582423,604967,627443,659430,682190,17476,728848,750285,773649,785286,132411,126145
823,112683,121042,143636,166487,189604,212281,243768,266609,288894,311786,334585,349342,372026,389435,False,440473,False,495099,517005,536447,559066,581808,604953,628063,659584,681921,706061,728443,750504,773565,785195,132431,126090
824,112896,121252,143752,166752,189490,212463,243793,266303,289138,311514,334493,349666,372373,False,417893,440419,472220,494704,False,537352,559316,581567,604841,627997,660088,682378,705820,728356,751211,773306,785302,132531,126384
825,112650,121131,143739,166514,False,212364,243542,266266,289137,311775,334540,349645,False,392470,417855,440594,472274,494451,517428,537734,559820,581411,604874,628313,660074,682530,705480,728056,751233,773564,785042,132671,126279
826,112901,120956,143678,166439,-3997697,212485,243751,266173,289217,311916,334509,349392,744593,383705,417235,440228,472705,494231,517935,538064,560265,582221,605183,628205,659879,682872,705404,727672,751485,773552,784967,132561,126315
827,112841,121105,143770,166716,189677,212312,244049,266274,288982,312120,334864,349499,17307,380551,417089,440310,472480,494351,517820,537587,559809,582787,604916,628085,659907,683282,704952,727832,751361,773454,784590,132845,126141
828,112744,121120,143568,166449,189598,212412,244022,266473,289054,312302,334787,349075,372148,385135,417517,440160,472592,494622,517620,536816,559823,583041,605050,628085,659732,682938,705160,727936,750545,773649,784668,132541,126224
829,112723,121409,143894,166511,189859,False,243722,False,289010,311763,334899,349113,371940,395075,417676,439656,472434,494532,517533,536468,559426,583130,604738,627590,659906,682799,705467,728305,750622,773480,785200,132487,126289
830,112472,121178,143827,166418,189535,212017,243211,-7663617,289008,311833,334785,349025,371699,404639,418191,440076,471753,495002,517047,536130,559146,582462,604620,627652,659888,682257,705550,728831,750317,773795,785079,132630,126155
831,112672,121108,143607,166597,189565,212134,243584,266618,289351,311787,334410,False,371852,409370,418117,439997,471497,494910,517203,536509,559301,581901,604967,627695,659815,682060,705909,728782,750165,773811,785404,132329,126572
832,False,121318,143985,166611,189595,212131,244064,266269,288975,311831,334596,349389,372074,406305,417810,440181,471503,494597,517319,536893,559065,581738,604673,627752,659894,682122,705651,728854,750570,773609,785176,132656,126337
833,7211007,120992,143797,166426,189305,212115,244136,266130,289110,312038,334590,349707,372387,397609,417602,440429,471965,494540,517505,-1,559357,False,605168,628267,659786,682138,705747,728388,750740,773730,784907,132496,126288
834,112946,121214,143958,166746,189443,212518,243820,266631,289202,311986,334727,349545,372129,388129,417264,440192,472677,494378,517585,789664,559445,582156,605355,628182,659976,682753,705562,727988,751255,773382,784962,132495,126282
835,112948,121147,143881,166645,189259,212258,243364,266554,288983,312197,334595,349295,372274,381818,417477,440358,473028,494459,517588,537643,559664,582052,605186,628427,659823,682977,False,727692,751123,773422,784895,132564,126073
836,112669,120793,143504,166400,189562,212321,243691,266488,289207,311992,334438,349154,372267,382393,417263,440147,473057,494433,517868,530871,559941,581805,605114,628173,659658,683213,705754,727344,751135,773619,784829,132467,126191
837,112859,121206,143866,166614,189803,212381,243825,266500,288971,311616,334690,348765,371947,389037,417512,439877,472341,494713,517433,-1,559673,582045,604796,627708,659714,683025,705726,727816,750919,773705,784964,132573,126101
838,112674,121164,False,166455,189602,212082,244024,265926,288946,311796,334422,349077,371879,398272,417956,439892,471840,495120,516993,536906,559683,582091,604927,627619,659541,682427,705188,728091,750660,False,785173,132305,126153
839,112821,121256,143787,166777,189788,212311,244599,266295,289128,311841,334432,349377,371683,405722,417889,439894,471474,495116,517123,536479,559342,582238,604700,627222,659912,682365,705409,728595,750765,-7536641,785165,132439,126382
840,112850,121179,143726,166671,189528,212370,244136,266426,289066,312110,334553,349660,372090,407372,418094,440357,False,495242,517139,536353,559172,582454,604782,627565,659967,681924,705339,728854,750494,773964,785470,132801,126141
841,112641,121023,143781,166289,189712,212437,243620,266488,289175,311897,334706,349703,372295,403483,417958,False,471725,494804,517666,530182,559245,582103,605206,627977,660187,682127,705485,728629,750576,773793,785294,132532,126248
842,112836,121170,143890,166454,189644,212355,243277,266551,288927,311569,335044,349421,372169,395715,417931,3521199,471435,494506,517684,-1,558760,582330,604912,628277,660250,682487,705655,728681,750878,773362,784882,132545,126127
843,112350,120933,143618,166426,189342,212149,243473,266181,288967,311743,334647,349445,372461,387881,417710,440126,471404,494464,517472,536620,559075,582155,605161,628671,False,682674,705602,727960,750982,773213,784861,132420,126295
844,112423,121043,143897,166731,189577,212469,244261,266206,289008,311735,334703,349005,372237,383321,417142,440427,472169,494264,517311,536930,559383,582166,605261,628413,4578303,False,706078,727481,751303,773212,784555,132465,126464
845,112724,121123,143967,False,189433,False,244022,266245,288935,312214,334810,348779,371928,384009,417231,440225,472581,494495,517136,537372,559635,582411,604840,628279,659907,683133,705806,727366,750948,773052,784968,132538,126268
846,112582,120927,143797,2662799,189625,848987,243882,False,289362,312236,334569,349189,371889,390272,417338,440327,472961,494656,517415,537797,559945,582011,604871,627781,659519,682954,705599,727436,750856,773578,785084,132333,126483
847,112960,120993,143879,83985,189709,106851,243689,4262223,288964,311973,334673,349264,371821,398734,417613,440052,473037,495039,517329,537342,559452,582368,604534,627586,659658,682161,705543,728090,750741,774002,785229,132636,126352
848,112881,120945,143598,166666,189653,212312,243616,False,288754,312088,334556,349766,372177,405342,418092,439863,472301,495153,517423,537112,559489,582415,604753,627874,659654,681948,705046,728508,750562,774021,785529,132613,126221
849,112852,121023,143894,166646,189893,212271,244052,267897,289048,311680,334571,349770,372413,407008,417924,440049,472049,494733,517766,536517,559643,582177,604753,628027,659567,681798,705108,728888,750634,774170,785065,132549,126366
850,112909,120959,143810,166491,189554,212351,244063,17319,289050,311801,334604,349594,372557,402275,418038,439767,471701,494646,517523,536082,559562,582379,604779,628329,660098,682404,705098,729171,750633,773704,785162,132692,126120
851,112798,120948,143825,166659,189449,212699,243939,266515,289369,311801,334372,349599,372299,394270,417745,440076,471477,494306,517294,536544,559729,582139,605128,628246,660122,682891,705557,728672,750728,773507,784840,132389,126408
852,112922,121411,143970,166466,189351,212186,243659,266563,289188,311991,334494,349253,372029,386553,417360,440386,471582,494444,517137,536635,559491,582331,605191,627986,660247,683045,706105,728263,750880,773287,784629,132619,126231
853,112777,121118,143821,166681,189343,212185,243401,266416,288993,312223,334628,349365,372064,382936,417486,440621,471855,False,517559,537177,559536,582012,605529,627946,660042,683330,705891,727650,750901,773174,784765,132652,126164
854,112645,121045,144005,166510,189887,212096,244048,266306,288961,311837,334814,349333,371697,385479,417433,440755,472707,494789,517941,537513,559520,581835,605612,627584,659473,682938,705960,727652,751015,773263,784732,132485,126425
855,112754,121345,143740,166209,189809,212215,244228,266068,288656,311838,334896,349153,371645,392483,417729,440133,472952,494413,517635,537538,559327,582314,605315,627797,659635,682688,705500,727888,750817,773197,785328,132599,126233
856,112724,120948,143787,166586,189633,212442,244038,266522,289094,311586,334547,349203,371909,400628,417589,440026,False,494352,517707,537532,559383,582298,605235,627707,659515,682302,705191,727915,751014,773426,785376,132408,126208
857,112888,121085,143969,166458,189489,212055,243734,266410,289092,311618,334647,349034,372060,405621,417419,440020,7190015,494303,517387,536692,559204,582356,604660,627864,659523,681933,704984,728276,751030,773634,785236,132623,126059
858,112880,121032,143919,166608,189455,212407,243448,266403,289080,312083,334525,349390,372345,405254,417516,False,472441,494869,517277,536455,559300,582361,604676,628140,659871,682280,704991,728324,750667,773845,785376,132554,126229
859,112599,120987,144048,166717,189596,212426,243763,266403,289120,312009,334510,349643,372318,400316,417648,7037967,471680,495145,517544,536075,False,582051,604733,628000,659924,682352,705512,728554,750764,774282,785006,132669,126369
860,112733,120922,144031,166345,189736,212315,243692,266035,288903,312063,334661,349494,372456,392505,417875,220722,471577,495053,517241,268026,1118749,582209,604921,628197,660135,682797,705338,728628,750617,773745,785109,132842,126090
861,112644,120818,143974,166585,189748,212641,243852,266222,289015,311846,334301,349460,372324,386628,417785,440118,471468,495173,517587,-1,17375,581999,605550,628176,660047,683051,705358,728214,750866,773360,784662,132430,126385
862,112841,121004,143895,166590,189157,212464,243617,266059,289098,311612,334335,349020,371795,384894,417487,439748,471585,494633,517635,536735,559729,582283,605352,627928,659969,683050,705575,728126,750929,773034,784541,132506,126341
863,112739,120901,143467,166598,189347,212657,243485,266095,289218,311749,334374,348876,371840,387394,417594,439789,472342,494410,517572,536926,559869,582464,605218,628111,659747,683064,705677,727922,750669,772934,784877,132195,126376
864,112704,121008,143797,166713,189249,212407,243646,266528,289300,311792,334498,348944,371785,393427,417479,439734,472614,494258,517521,268823,559613,582270,604867,627750,659350,682286,705921,728047,750964,773290,784975,132246,126526
865,112897,121038,143911,166543,189420,212268,243664,266342,288989,312047,334643,349135,372019,399635,417712,439949,472649,494222,516951,537293,559718,582484,604610,627874,659533,682137,705505,728178,750737,773298,785278,132613,126214
866,112591,120886,143831,166653,189805,212501,244052,266574,289035,312245,334727,349474,372486,404066,417619,440306,472511,494599,517110,536814,559115,582328,604902,627891,659444,682009,705468,False,750554,773560,785165,132363,126130
867,112800,121260,143970,166422,189385,212401,244101,266378,289051,311859,335074,349640,372453,403708,417613,440398,472521,494769,517345,536034,558928,582382,604681,628050,659871,681980,705410,False,750708,773835,785074,132525,126287
868,112754,120998,143649,166705,189451,212786,243843,266029,289275,311601,334753,349843,372574,398941,417884,440718,472213,494893,517424,536072,559172,582232,604803,628426,660163,682574,705233,728768,750821,773773,785012,132468,126208
869,112682,120893,143797,166784,False,212724,243702,266261,289467,311352,334471,349501,371998,392774,417880,440617,471691,False,517902,536542,559272,582006,604982,628268,659921,682880,705545,728429,750939,773991,784711,132452,126254
870,112848,121234,143907,166498,-1791489,212419,243437,266115,289116,311967,334483,348961,371581,387291,418076,440416,471727,7448575,517924,False,559854,582213,604800,628331,659939,683285,705525,728420,750964,773874,784984,132525,125938
871,112624,121038,143876,166851,189696,212453,243877,266495,289120,312336,334542,349022,371817,386072,417884,440059,471687,494845,517750,3241983,559989,582018,605094,627944,659603,683374,705694,728392,750651,773980,784924,132340,126259
872,112788,121315,144015,166715,189939,212332,244196,266335,288854,311915,334910,348879,371756,389025,417620,439427,472193,494974,517449,537615,559979,581981,604892,627574,659747,682718,705863,727882,750534,773619,784849,132759,126128
873,112666,False,143637,166664,189515,212564,243804,266260,288926,312119,334585,349065,372105,394241,417563,False,473065,494453,517400,537580,559772,582134,605042,627877,659621,682282,705703,728012,750373,773087,785269,132645,125967
874,112810,242427,143830,166654,189638,212397,243679,266460,289241,311682,False,349194,372207,399851,False,440263,False,494074,517517,530861,559273,582142,604916,627825,659345,681772,705664,728049,750885,773265,785315,132539,126186
875,112817,17306,143975,166451,189550,212169,243441,266235,289253,311657,334767,349353,372433,402515,-4194305,440881,-1654785,494325,517171,536589,559220,582459,604894,628077,659749,681684,705354,728299,750940,773231,785354,132549,126010
876,112475,121211,143883,166702,189539,212474,243680,266587,289330,311765,334519,349776,372586,401820,417439,440864,472755,494474,517343,536855,558869,582316,605198,627951,659904,682264,705333,728346,750767,773386,785163,132230,False
877,112857,121255,144020,166433,189534,212245,243962,266249,289036,311902,334652,349644,372029,398007,417549,440842,472222,494886,517290,536632,559192,582409,604766,627986,660128,682366,705282,728318,750915,773527,784731,132450,126208
878,112909,121061,143743,166533,189351,212290,243843,266164,288881,312262,334399,349521,372018,392670,417593,440439,471631,494936,517337,536625,559483,582212,605109,628358,660129,683030,705208,728691,750945,773452,785043,132534,125980
879,112599,121230,143914,166697,189901,212312,243979,266518,289060,311737,334691,349258,371831,389178,418118,439822,471690,494991,517708,536830,559742,581999,605393,628046,659886,683150,705552,728506,751070,773715,784620,132372,126454
880,112812,121095,143872,166512,189900,212344,243620,266119,288903,311680,334967,False,371791,387820,417913,439318,471791,494932,517697,536937,560479,582329,605132,628276,659954,683040,705533,728171,750776,773648,784644,132529,126324
881,112699,121193,143723,166708,189319,212464,243774,266277,289200,311733,334668,349531,372008,389977,417935,439206,472357,494400,517802,537467,560570,582145,605151,627977,659553,682824,705376,728120,750615,773937,784778,False,126289
882,112851,121061,144040,166399,189239,212184,243797,266314,289349,311791,334933,349589,371931,394493,417655,439917,472512,494387,517302,-1,559999,582280,604738,627592,659318,682271,705450,727781,750621,774125,784928,2116319,126508
883,112841,120982,143925,166344,189313,212207,243929,266370,289096,312235,334621,349374,372378,398761,417499,440413,472431,494101,516858,537455,559153,False,604873,627725,659489,682149,705521,728120,750546,773813,785286,66845,126199
884,112774,121236,143950,166673,189791,212140,244218,266830,289132,312079,334422,349603,372441,401261,417869,440707,472791,494420,517275,537383,558429,582348,605041,627545,659622,681834,705761,728248,750863,773699,False,132558,126353
885,112778,120982,143957,166441,189828,212147,243832,266363,288885,311883,334770,349281,372346,400536,417866,440790,472296,494787,517122,536927,558438,582352,604808,628021,660196,682292,705375,728341,750817,773172,784844,132428,126296
886,112615,121183,143726,166406,189442,212395,243803,266314,289037,311751,334662,349434,372280,False,418086,440271,472163,494665,False,536270,558705,582446,605153,628058,660139,682744,705139,728620,751103,773340,784740,132517,126222
887,112709,121109,143851,166413,False,212153,False,266483,289072,311468,334903,349374,371800,398737,417912,440191,472140,495072,517296,536198,559640,582315,605076,628103,660065,682906,705415,728474,751216,773392,784954,132545,126332
888,112813,120998,143683,166421,189676,212268,244095,266268,289108,311745,334742,349312,371966,399924,417297,439586,471856,494672,517643,536063,560503,581976,605239,628355,660016,683175,705554,728574,750868,False,784906,132287,125939
889,112934,121178,143941,166655,189913,212402,243742,266483,289339,311590,334715,349734,371921,False,417163,439436,472196,494565,517851,536756,560596,582215,605220,627995,659431,682980,705968,728228,750894,773989,785234,132484,126301
890,113013,121128,143987,166406,189570,212344,243716,266221,288866,311845,334885,349569,371897,2097151,416918,439776,472223,494680,517892,537543,False,582100,False,627746,659413,682861,705771,728126,750698,773811,785149,132281,126214
891,112758,121283,143873,166490,189456,212362,243483,266069,289077,312251,334582,349572,372079,396458,417508,439972,472456,494269,517408,538087,-1,582085,-7099473,627592,659232,682554,705692,728148,750652,773219,784928,132420,126227
892,112932,121193,144047,166425,189138,212384,243749,266051,289011,311753,334572,349598,371962,393084,418022,440557,472697,494459,517328,538470,559427,581972,303404,627666,659572,682141,705494,728112,750777,773420,785034,132551,126368
893,112893,120990,143837,166503,189264,212435,243908,266168,288997,311702,334515,349188,372249,391022,417860,440575,472282,494474,517100,268761,558693,582160,604836,628134,659885,682249,705145,728537,750763,773302,784882,132256,126130
894,112798,121145,144068,166561,189773,212245,243794,266451,289308,311655,False,349187,372246,390560,417996,440606,472222,494620,517133,535428,558542,582418,604658,627977,659939,682142,705201,728361,750910,773735,784936,132326,126532
895,112816,121001,143798,166358,189647,212281,244056,266307,289084,311704,668755,348907,372299,392318,417489,440507,471995,494825,517162,535074,558606,582033,604925,628043,660360,682403,705287,728504,750682,773927,784783,132293,126412
896,112479,121067,143510,166675,189851,212425,243782,False,289062,312027,17280,349171,372232,395109,417477,440076,472171,494611,517173,536120,559232,582644,604936,627813,660139,682811,705680,728463,750709,773706,784875,132468,126260
897,112772,121181,143799,166593,189638,212182,243609,-8258849,288930,311873,334409,349293,371818,397529,417778,439884,472633,494866,517517,537233,559583,582938,604976,627720,660117,682842,705688,728182,751003,774031,785293,132606,126370
898,112846,121150,143652,166547,189416,212206,243678,266126,288908,311815,334432,349378,372002,398977,417755,439697,472553,494681,517618,538464,560062,582508,605257,628044,659919,683221,705381,728489,750662,773712,784931,132295,126257
899,112572,121292,143899,166702,189620,212186,243620,266119,289181,311571,334558,349611,372078,398015,417796,439849,472475,494577,517733,538790,560339,582473,605072,627775,659452,682740,705725,728329,750775,773749,784938,132711,126310
900,112841,121072,143973,166385,189426,212085,244165,266492,289117,311605,334479,349346,371911,False,417458,440330,471908,494552,517676,537711,559869,581995,605220,627844,659608,682345,705718,728251,750601,773652,784968,132311,126174
901,112677,121101,143807,166556,189579,212402,244143,266378,289092,311934,334823,349344,372155,-1,417514,440422,471979,494550,517203,536633,559884,581824,604939,627990,659461,682048,706065,728136,750616,773334,785000,132419,125996
902,112762,121007,144137,166548,189573,212082,243902,266504,289076,311922,False,349420,372251,393518,417793,440768,472177,494648,517322,False,559265,581576,604685,628127,659779,681990,705930,727854,750818,773698,785353,132612,126407
903,112756,120974,143855,166661,189503,212224,243778,266388,289005,312144,334960,348893,372563,391763,417774,440635,472076,False,516993,535955,558881,581773,604811,628368,660230,682335,705187,728374,750747,773319,784948,132249,126281
904,112629,120998,143630,166919,189796,212411,243775,266059,289297,311949,334870,349219,372305,391917,418134,440163,472440,494248,517290,False,559161,582735,604699,627940,660386,682391,705285,728564,751015,False,784993,132722,126550
905,112755,False,143801,166603,189782,212283,243693,266325,False,311573,334350,349349,371938,392866,417745,False,472191,494601,517519,False,559106,582962,604921,False,660470,682781,705027,728517,750814,-4194305,785152,132645,126507
906,112656,121167,143751,166693,189921,212574,244064,266194,288903,311596,334413,349717,372048,395195,417376,440357,472094,494389,517317,538371,559826,583029,604847,6631039,659870,683029,705218,728734,750636,773558,784978,132340,False
907,112930,121053,144031,166543,189730,212286,244032,266121,289122,311810,334471,349740,371876,397367,417417,440264,472282,494543,517544,538554,559761,582484,604889,627669,False,683071,705707,728318,750609,773487,785144,132434,126195
908,112833,121140,143829,166544,189367,212346,243838,266263,289081,312349,334457,349212,371968,398081,417391,440188,False,494654,517499,538271,559691,581622,605184,627297,659417,682919,705893,728327,750529,773598,785013,132395,126296
909,112609,121006,143874,166684,189515,212384,243786,266323,289051,312290,334588,349480,372133,397766,417638,439923,472328,494803,517450,537320,559794,581647,604627,627659,False,682185,706213,728209,750753,773268,785162,132582,126116
910,112753,121019,143898,166408,189456,212100,243738,266442,288871,312031,334377,349311,372222,395780,417433,440033,472762,495197,517349,535976,559443,581450,604842,627949,660033,682160,705788,728122,750643,773411,784937,132512,126185
911,112710,121078,143753,166697,189650,212261,244291,266191,289028,311862,334670,349252,372573,393684,417500,439939,472618,494630,517283,535525,559419,581811,604686,False,660212,682169,705628,728374,750961,773619,784538,132623,126395
912,112911,121017,143849,166578,189566,212467,244087,266344,289375,311491,334718,349401,372351,392569,417536,439988,472530,494743,517466,535349,559060,582463,604605,628118,660074,681937,705485,728317,751108,773600,784862,132707,126139
913,112825,121270,143660,166453,189487,212661,243708,266609,289222,311903,334704,349129,372271,392594,417357,440321,472085,494528,517213,536268,559048,582590,605149,628017,660156,682475,705177,False,750675,773930,784879,132380,126178
914,112551,121168,143810,166731,189755,212607,243705,266299,289239,312105,334836,False,372022,393712,417725,440185,471850,494140,517292,537513,559522,582868,605019,627554,659782,682705,705506,-1,750766,773891,785230,132436,126139
915,112877,121222,143852,166450,189601,212330,243476,266258,289057,312177,334317,698667,371833,395031,417873,440572,471980,494217,517400,538145,559430,582229,605195,627745,659508,683005,705463,728421,750602,773815,785191,132386,125912
916,112859,121238,143845,166605,189678,212318,243844,266028,288801,312045,334335,17365,371968,396698,418029,440372,471946,494260,517270,538466,559704,False,605097,628001,659689,682978,705397,728216,750811,773807,785083,132483,126222
917,112874,120941,144121,166635,189575,212306,243986,266223,288997,311618,334552,349601,371770,397396,418138,440047,472073,494684,517845,537701,559706,581789,604994,627956,659642,682627,705479,728234,751204,773502,785269,132599,125995
918,112738,121130,143922,166639,189420,212423,244000,266370,288992,311684,False,349716,372216,396955,417600,440135,472103,494901,517569,536784,559548,581983,605245,628104,659875,682545,705484,728197,False,773632,784756,132292,126155
919,112520,121057,143945,166882,189472,212529,244189,266286,289226,311736,1338059,349626,372379,395783,417557,439833,472375,False,517442,535916,559531,582132,605029,628029,659806,682148,705669,728362,750568,773213,784522,132447,126227
