,0.0 g,72.65 g,269.84 g,470.02 g,669.36 g,870.88 g,1070.5 g,1347.91 g,1549.41 g,1748.85 g,1945.82 g,2145.44 g,2272.46 g,2469.43 g,2668.86 g,2870.37 g,3069.99 g,3350.48 g,3549.81 g,3749.24 g,3946.21 g,4145.83 g,4315.0 g,4511.98 g,4713.46 g,4813.52 g,4992.03 g,5193.54 g,5390.52 g,5589.85 g
363,FALSE,238302,260488,283165,305814,328774,351621,383127,405491,428576,451019,473262,487865,510307,533002,555411,578371,610159,632622,-27777,-5933105,700231,FALSE,741847,764225,776093,795958,818849,841288,863561
364,230083,238403,260610,283410,305769,328644,351563,382973,406218,428820,451112,473397,488191,510400,533067,555496,578136,610033,632458,655289,339428,700278,719700,741775,764513,776143,795925,819029,841440,863750
365,230064,238265,260614,283361,306050,328496,351490,383023,406764,428538,451205,473434,488242,510497,FALSE,555835,577954,610305,632207,655270,677763,700675,719161,741795,764456,775694,795780,818828,841227,863753
366,230131,238414,260475,283404,305928,328794,351210,382887,406057,428324,450956,473476,487962,510236,532581,FALSE,578037,610063,632021,655350,677566,700439,718961,741649,764740,FALSE,796012,818715,841223,863890
367,230153,238253,260746,283460,305880,328832,351364,383006,405161,428237,450820,473526,487787,509957,532664,555674,578036,609947,632416,655447,677387,700223,718847,741634,FALSE,775871,796028,818911,841168,863960
368,230347,238277,260829,283358,305982,328838,351525,383274,404979,428167,450774,473331,487551,510027,532736,555536,578169,609804,632784,655310,677396,700100,718852,741457,-4541969,775932,796266,818845,FALSE,864060
369,230263,238385,260838,283552,305709,328804,351371,383113,405473,428507,450805,473594,487731,509985,533063,555686,578486,609747,633094,655400,677528,699765,719482,741372,383054,775839,796435,819237,841182,864238
370,230018,238279,260634,283335,305793,328534,351540,383018,406327,428636,450868,473526,487920,510370,533008,555630,578379,610000,633163,655229,677584,699940,719626,741483,764582,775951,796257,819201,841389,863758
371,230200,238398,260491,283240,306019,328888,351537,382954,406492,428482,450963,473447,487974,510563,532861,555576,578386,609980,FALSE,655213,677568,700021,719900,741678,764323,775652,796485,818844,841343,863613
372,230062,238337,260679,283555,305819,328956,FALSE,382947,405826,428455,451008,473437,488080,510328,532922,555515,578013,610226,8167423,655387,677632,700147,720290,741902,764145,775720,796379,818846,841283,863535
373,230171,238349,260723,283329,306037,328672,351483,383147,405360,428303,450673,473229,487772,510175,532608,555553,577809,610343,632593,655196,677555,700481,719904,741949,764458,776009,795828,818751,841428,863411
374,230191,238566,260684,283400,306024,328706,351611,383005,405238,428265,450270,473323,487771,509960,532476,555730,578054,610166,632257,655269,677655,700472,719462,741734,764704,776062,795951,818750,841150,863722
375,230265,238354,260689,FALSE,305974,328584,351474,382969,FALSE,214174,450569,473486,487944,509967,532577,555691,578030,610029,632129,655285,677593,700623,718814,741549,764739,776251,795814,818835,841115,863809
376,230250,238457,260472,283390,305983,328910,351408,383075,405521,-1,450827,473532,487853,510125,532658,555713,578322,609781,632351,655257,677508,700405,718684,741479,764672,776103,796023,818769,841181,864021
377,229969,238313,FALSE,283285,305935,328832,351510,382974,406393,428359,451032,473574,487963,510013,532785,555553,578478,609946,632719,655260,677438,700223,FALSE,741471,764622,775930,796352,819018,841134,864285
378,230174,238202,260552,283247,306103,328753,351242,383017,407017,428665,450958,473218,487850,510225,532871,555298,578552,610202,633172,FALSE,677296,700245,719637,741594,764647,775737,796331,819012,841467,864066
379,230223,238149,260581,283047,305980,328856,351380,382991,406335,428530,450594,473183,487811,510323,532790,555476,578602,610019,632920,655301,677427,699909,719983,741485,764414,775578,796467,818976,841377,864075
380,230009,238076,260943,283255,306079,328754,351374,383032,405289,428398,450569,473500,487999,510302,532919,555618,578209,610188,632546,655228,677323,699922,719930,741706,764216,FALSE,796263,819134,841324,863606
381,230284,238265,260713,283303,305964,328833,351432,383147,404684,428548,450494,FALSE,487849,510282,532726,555543,578000,610224,632366,655321,677380,700082,719865,741929,764328,776018,796144,818846,841320,863433
382,230123,238291,260604,283090,305717,328715,351250,382956,404773,428290,450740,473475,FALSE,510184,532890,555815,577988,610142,632244,655097,677608,700246,719298,741760,764287,776126,795987,818795,840936,863512
383,230056,238320,260483,283320,305851,328673,351066,382989,406034,428439,451171,473625,487491,510322,532819,555753,577936,610074,632306,655123,677443,700567,718820,741954,764649,775758,795573,818661,841000,863462
384,230111,238460,260420,283218,305843,328761,351493,382917,406780,428588,451001,473481,487830,510048,532473,555690,578074,609836,632406,655176,677571,700449,718658,741945,764852,775799,795799,818701,841182,863902
385,229951,238302,260543,283134,305745,328666,351627,382986,406520,428414,450713,473376,487891,509847,532669,555504,578063,609939,632546,655029,677528,700485,718670,741661,764721,775979,795887,819081,841243,864185
386,230115,238229,260567,283206,305981,328688,351583,383213,405805,428394,450545,473531,488027,509931,532552,555411,578320,609878,632916,655169,677359,700409,719279,741361,764877,775965,796160,818964,841481,864152
387,230024,238363,260577,283020,305738,328867,351564,383017,405046,428343,450532,473288,488014,510001,532685,555690,578372,609806,632612,655360,677461,699968,719571,741323,764553,776021,796455,819011,841300,864241
388,229956,238241,260748,283213,305734,328828,351369,383126,405229,428417,450904,473374,487687,510377,532914,555556,578182,610074,632714,655399,677480,700113,719821,741575,764320,775670,796280,818952,841313,863771
389,230121,238344,260717,283180,305888,328848,351458,383277,405831,428549,450956,473439,487734,510261,532914,555638,578299,610193,632643,655344,677355,700156,719829,741663,764316,775546,796365,818802,841291,863553
390,230067,238404,260750,283206,305849,328807,351356,382989,406237,428456,FALSE,473354,487656,510040,532962,555821,578061,610207,632507,655088,677666,700227,719526,741857,764239,775747,796118,818973,841203,863491
391,230227,238276,260546,283218,305951,328743,351472,383057,406355,428478,450747,473576,487715,510160,532698,555612,577897,610217,632315,655233,677490,700324,719414,742047,764572,775923,795765,818798,841450,863211
392,230191,238307,260582,283126,305725,328803,351565,383015,405735,428327,450736,473354,487833,509990,532412,555772,578081,609865,632399,655255,677573,700297,FALSE,741874,764681,776273,795822,818647,841267,863537
393,230107,238298,FALSE,283446,FALSE,328628,351310,383083,405121,428368,450586,473356,487782,509998,532626,555633,578015,609724,632667,655222,677670,700448,-419585,742022,764552,776077,795806,818954,841248,863835
394,FALSE,238453,260476,283370,4893327,328603,351342,383102,405283,428487,450759,473368,487911,510112,532691,555444,578187,609545,632591,655422,FALSE,700322,719064,741673,764733,776010,795772,818814,841271,864116
395,-1,238355,260564,283094,153391,328530,351403,382904,405784,428481,451031,473241,487738,510183,532882,555547,578349,609763,632793,655435,677697,700014,719196,741223,764570,775841,795793,818854,840982,864407
396,230027,238254,260786,283165,306018,328559,351302,383008,406559,428598,451047,473370,487470,510433,533077,555499,578386,610064,632770,655493,677679,700139,719235,741327,764461,FALSE,795968,818938,841163,864281
397,230005,238420,260610,283018,305754,328871,351604,383193,406498,428606,450981,FALSE,487697,510130,532812,555745,578310,610085,632618,655392,677647,699844,719390,741357,764242,775830,796408,819037,841256,864021
398,230141,238294,260627,283026,305764,328849,351506,382988,405844,214280,450615,-1,487713,510113,532759,555725,578021,610272,632727,654916,677514,699890,719610,741774,764187,775903,796325,819127,841203,863453
399,230088,238318,260605,283123,305684,328802,351349,383089,405265,-1,450668,473505,487870,510042,532763,FALSE,578093,610175,632574,655055,677658,700110,719617,741960,764457,776090,796073,818829,841331,863116
400,230251,238431,260642,283041,305798,328820,351369,382988,404931,428619,450908,473516,487922,509678,532701,555693,578173,609883,632532,655095,677608,700255,719763,741809,764509,775905,795892,818783,841209,863140
401,230244,238326,260723,283098,305952,328669,351282,383025,405712,428513,450919,473330,487688,510037,532665,555723,578026,FALSE,632286,655188,677681,700635,719563,741820,764734,776063,795641,818935,841241,863186
402,230251,238542,260613,282970,305840,328874,351495,383056,406479,428524,451027,473283,487722,510175,532551,555620,578331,-1,632314,655503,677734,700353,719203,741671,764826,776222,795706,818887,841278,863698
403,230161,238377,260762,283016,305911,328716,351666,382985,406522,428383,450822,473306,487638,510271,532765,555653,578385,609710,632775,655400,677339,700124,FALSE,741566,764712,776051,795700,819027,841368,864208
404,229938,238405,260729,283179,305624,328796,351512,383084,406346,428310,450809,473317,487740,510365,532739,555576,578472,609736,633099,655452,677552,700262,FALSE,741366,764783,775851,795928,819035,841453,864233
405,230128,238521,260500,282986,305685,328842,FALSE,382941,405410,428477,450766,473535,488049,510212,532858,555675,578400,609801,633213,655320,677603,700048,719609,741306,764321,775520,FALSE,819101,841293,864201
406,230094,238402,260601,283258,305848,328635,351448,382900,405004,428336,450707,473607,487786,510182,533103,555662,578173,609906,632618,654962,677466,700087,719298,741554,764111,775618,795975,819214,841274,863917
407,230049,238345,260518,283255,305750,328832,351587,382886,405413,428437,450763,473369,487870,510122,532892,555768,578139,610219,632008,655048,677646,699907,719180,741626,764154,775930,795674,818992,841316,863863
408,230100,238273,260710,283134,305944,328841,351375,382823,405943,428494,450757,473141,487679,510030,532886,555870,577962,610050,632055,654787,677471,699966,719038,741994,764213,776035,795884,819083,841321,863620
409,230072,238281,260679,283241,305840,328797,351365,382963,406400,428393,450778,473208,487488,510226,532717,555678,577988,610174,632195,654975,677565,700192,719332,742062,764593,776198,796036,818719,841592,863116
410,230263,238437,260634,283193,305872,328885,351296,383015,406191,428417,450815,473595,487147,510200,532400,555615,578229,610302,632641,655306,677589,700014,719544,741786,764739,776056,796275,818757,841491,863361
411,230164,238380,260771,283324,305711,328742,351369,382954,405624,428274,450609,473670,486906,510222,532642,555621,578122,609972,633296,655482,FALSE,700384,719814,741667,764716,776008,796487,818914,841358,863777
412,230215,238314,260595,283186,305837,328775,351519,382987,405490,428433,450630,473692,488028,510303,532760,555549,578373,609881,633189,655810,677774,700409,719931,741287,764764,775704,796274,818817,841268,864051
413,230378,238292,260580,283154,306028,328752,351281,382848,405511,428549,450553,473624,488513,510177,532821,555781,578410,609800,633035,655706,677607,700222,719604,740876,764397,775583,796300,819093,841183,864330
414,230175,238307,260741,283480,305900,328699,351500,383029,405814,428361,450607,473122,488899,510243,533015,555741,578076,609722,632463,655415,677589,700274,719371,741300,764104,775864,795940,819116,841511,864096
415,229988,238369,260597,283304,305895,328742,351479,383099,406140,428436,450981,473232,488712,510003,532751,555644,578143,609951,632124,655125,677507,700094,719249,741784,764076,775937,795624,818936,841270,863895
416,230132,238134,260832,283273,305887,328620,351424,382998,405904,428482,450959,473300,487684,510070,532868,555696,578015,610143,632342,654729,677644,700084,719042,742017,764350,775934,795657,818972,840980,863795
417,230079,238253,260684,283306,305982,328774,351492,383254,405709,428462,450929,473347,487032,510230,532680,555452,578006,610305,632477,654844,677494,700300,719282,742017,764724,776216,795739,818711,FALSE,863522
418,230177,238407,260541,283101,306231,328948,351406,383083,405386,428670,450833,473595,486781,510080,532516,555563,578255,610180,632781,655038,677527,700199,719494,742118,764635,776089,796124,818878,841170,863581
419,230157,238261,260748,283139,305929,328763,351541,382825,405548,428636,450606,473424,487400,510221,532693,555634,578435,609705,632846,655402,677688,700262,719527,742168,764772,776175,796475,818804,841226,863577
420,230026,238391,260793,283173,305901,328846,351611,382952,405985,428617,450837,473442,488121,510219,532516,555738,578664,609848,632824,655752,677504,700342,719567,741858,764855,776062,796487,818791,841139,863645
421,230211,238366,260685,283232,305944,328840,351429,382963,405950,428597,450924,473321,488334,510105,532686,555813,578360,609933,632940,655609,677644,700186,719502,FALSE,764592,775598,796450,818987,841285,863958
422,230089,238357,260619,283383,305780,328801,FALSE,383056,406104,428409,450925,473297,488271,510149,532758,555578,578269,610011,632718,655601,677628,700261,719455,742314,764539,775627,796179,818827,841169,864005
423,230301,238406,260591,FALSE,306009,328852,351556,382949,405755,428625,450934,473313,487992,510011,532698,555619,578258,610093,632642,655249,677514,700091,719346,742182,764188,775582,795888,819058,841198,864320
424,230056,FALSE,260860,283286,305794,328792,351237,382825,405645,428623,450760,473367,487421,510120,532917,555593,577988,609918,632655,654945,677558,700087,719139,742030,764140,775872,795830,819124,841341,864165
425,230093,5242879,260592,283380,305702,328771,351445,382957,405447,428534,450674,473378,487356,510220,532799,555522,578089,610040,632528,654880,677446,700123,719096,741693,764264,776311,795768,FALSE,841316,863964
426,230207,238505,260408,283193,305850,328653,351454,383055,405323,428525,450699,473268,487523,510062,532660,555790,578219,610064,632700,654843,677507,700148,719153,741153,764291,776230,796068,818795,841416,863958
