,Raw Data LC1,Raw Data LC2,Raw Data LC3,Raw Data LC4,Pretimes LC1,Pretimes LC2,Pretimes LC3,Pretimes LC4,Time Difference Between LC4 – LC1,Time Between First Measurements
657,33185,203719,-53511,424633,1584459856.98647,1584459856.99722,1584459856.99768,1584459856.99816,0.011696577072144,0.012169361114502
658,33317,204020,-53503,424695,1584459856.99863,1584459857.00925,1584459857.00972,1584459857.0103,0.011661767959595,0.01220440864563
659,33534,204022,-53359,424825,1584459857.01084,1584459857.02143,1584459857.0219,1584459857.02237,0.011532783508301,0.022136688232422
660,33544,204038,-53485,424824,1584459857.03298,1584459857.03344,1584459857.03397,1584459857.03444,0.001466989517212,0.0120689868927
661,33480,203910,-53482,424931,1584459857.04505,1584459857.04551,1584459857.04598,1584459857.04645,0.001406192779541,0.012012720108032
662,33327,203808,-53177,424921,1584459857.05706,1584459857.05753,1584459857.058,1584459857.05847,0.001410484313965,0.012043476104736
663,33338,203872,-53306,424895,1584459857.0691,1584459857.06957,1584459857.07012,1584459857.0706,0.001501321792603,0.012109994888306
664,33460,203825,-53318,424756,1584459857.08121,1584459857.08169,1584459857.08219,1584459857.08268,0.001471281051636,0.012063264846802
665,33532,203811,-53330,424809,1584459857.09327,1584459857.09374,1584459857.09421,1584459857.09468,0.001403093338013,0.011995553970337
666,33402,203878,-53359,424759,1584459857.10527,1584459857.10574,1584459857.10621,1584459857.1067,0.001427888870239,0.012068033218384
667,33624,203883,-53360,424823,1584459857.11734,1584459857.11781,1584459857.11827,1584459857.11875,0.001407861709595,0.011987447738648
668,33575,204107,-53524,424923,1584459857.12933,1584459857.12983,1584459857.13039,1584459857.1309,0.001573085784912,0.012176275253296
669,33621,203948,-53525,424726,1584459857.1415,1584459857.14196,1584459857.14243,1584459857.1429,0.001397371292114,0.011975526809692
670,33499,203924,-53572,424835,1584459857.15348,1584459857.15394,1584459857.15441,1584459857.15492,0.001445055007935,0.012070894241333
671,33490,203817,-53459,424800,1584459857.16555,1584459857.16601,1584459857.16648,1584459857.16695,0.001399755477905,0.012036561965942
672,33455,203749,-53393,424862,1584459857.17758,1584459857.17807,1584459857.17855,1584459857.17906,0.001477003097534,0.012058734893799
673,33279,203933,-53440,424906,1584459857.18964,1584459857.1902,1584459857.19067,1584459857.19114,0.001491546630859,0.012097120285034
674,33678,204025,-53458,424886,1584459857.20174,1584459857.2022,1584459857.20269,1584459857.20318,0.001440525054932,0.012037515640259
675,33745,203850,-53546,424945,1584459857.21378,1584459857.21425,1584459857.21471,1584459857.21518,0.001406669616699,0.012048006057739
676,33708,203728,-53295,424803,1584459857.22583,1584459857.22629,1584459857.22679,1584459857.22726,0.001433372497559,0.012036561965942
677,33776,203746,-53334,424784,1584459857.23786,1584459857.23833,1584459857.23879,1584459857.23926,0.001397848129272,0.011974573135376
678,49151,203945,-53631,424851,1584459857.24984,1584459857.25039,1584459857.25089,1584459857.25136,0.001521110534668,0.012137174606323
679,32851,202656,-53546,425000,1584459857.26197,1584459857.31301,1584459857.31347,1584459857.31395,0.051977634429932,0.052449941635132
680,33311,204025,-53924,424482,1584459857.31442,1584459857.32504,1584459857.3255,1584459857.32598,0.011551856994629,0.012022495269775
681,33946,203904,-53312,425179,1584459857.32645,1584459857.33702,1584459857.3375,1584459857.33799,0.011545658111572,0.012013912200928
682,33261,203445,-53906,424789,1584459857.33846,1584459857.34907,1584459857.34954,1584459857.35001,0.011549711227417,0.012102842330933
683,33481,204794,-53507,424877,1584459857.35056,1584459857.36117,1584459857.36163,1584459857.3621,0.011535167694092,0.012035369873047
684,33949,204205,-53289,424854,1584459857.3626,1584459857.37318,1584459857.37364,1584459857.37411,0.01150918006897,0.011974334716797
685,33260,204113,-53549,424545,1584459857.37457,1584459857.38517,1584459857.38566,1584459857.38617,0.011600255966187,0.012092351913452
686,33925,203935,-53210,424895,1584459857.38667,1584459857.39724,1584459857.3977,1584459857.39816,0.011497020721436,0.011963605880737
687,33070,203463,-53639,424636,1584459857.39863,1584459857.40921,1584459857.40968,1584459857.4103,0.011670827865601,0.012184619903565
688,33605,203750,-53537,424975,1584459857.41081,1584459857.42141,1584459857.42188,1584459857.42235,0.011540651321411,0.012017250061035
689,33338,203946,-53461,424730,1584459857.42283,1584459857.42329,1584459857.43391,1584459857.43438,0.01154637336731,0.012048721313477
690,33355,203907,-53631,424949,1584459857.43488,1584459857.43534,1584459857.44593,1584459857.44641,0.011525869369507,0.011991739273071
691,33563,204280,-53527,424957,1584459857.44687,1584459857.44733,1584459857.4579,1584459857.45837,0.011497020721436,0.011999368667603
692,33535,204220,-53440,424710,1584459857.45887,1584459857.45933,1584459857.46993,1584459857.47051,0.011636734008789,0.01210880279541
693,33842,204118,-53487,424931,1584459857.47098,1584459857.47144,1584459857.48204,1584459857.48252,0.011543273925781,0.012050628662109
694,33666,203962,-53517,424831,1584459857.48303,1584459857.4835,1584459857.49409,1584459857.49456,0.011529207229614,0.011996984481812
695,33522,203778,-53651,425050,1584459857.49503,1584459857.49549,1584459857.50608,1584459857.50657,0.01154351234436,0.012033462524414
696,33657,203904,-53806,425005,1584459857.50706,1584459857.50753,1584459857.51812,1584459857.51859,0.011530876159668,0.012003183364868
697,33464,204144,-53698,424996,1584459857.51906,1584459857.51952,1584459857.53022,1584459857.53072,0.011652946472168,0.012139558792114
698,33629,203941,-53667,424864,1584459857.5312,1584459857.53166,1584459857.54224,1584459857.5427,0.011500120162964,0.011967658996582
699,33424,204160,-53615,424716,1584459857.54317,1584459857.54363,1584459857.55422,1584459857.55471,0.011539936065674,
,,,,,,,,Average:,0.010246198517936,0.014709905834498
,,,,,,,,Hz:,97.5971720877294,67.9814005100405
